h,Euler,Heun,RK4,Evals_Euler,Evals_Heun,Evals_RK4
0.1,0.27596951768275,0.08403048231725008,0.0032638156505834237,100,200,400
0.05,0.09596951768274997,0.015242982317249965,0.00014224601570922424,200,400,800
0.025,0.04241639268274999,0.0032544634943396655,7.50605603738741e-06,400,800,1600
0.0125,0.020237908444881603,0.0007493777186053929,4.2963985658062143e-07,800,1600,3200
